Consequent	Antecedent 	Support %	Confidence %
ItemID_164	student_group_F0 and hour_22	0.87859624565701	2.489331436699858
ItemID_1	hour_0 and student_group_F4	2.487689654310496	2.486812358703844
ItemID_130	hour_22 and student_group_F2	3.343789836778564	2.485516725845637
ItemID_26	hour_0 and student_group_F2	3.028844952133377	2.47575820094904
ItemID_15	hour_0 and student_group_F4	2.487689654310496	2.461693041949259
ItemID_129	student_group_F0 and hour_21	1.294773414652436	2.461389961389962
ItemID_146	hour_21 and student_group_F3	2.313970055240333	2.457466918714556
ItemID_129	hour_1 and student_group_F3	1.400379933511635	2.454261490406069
ItemID_146	student_group_F1 and hour_22	1.474741920163971	2.415254237288136
ItemID_100	hour_1 and student_group_F4	1.010448171569975	2.411873840445269
ItemID_130	hour_0 and student_group_F4	2.487689654310496	2.411454408440091
ItemID_1	hour_22 and student_group_F4	1.930287199740046	2.395597280673357
ItemID_164	student_group_F0 and hour_23	0.757367460694379	2.392739273927393
ItemID_1	student_group_F1 and hour_23	2.356462619041668	2.386634844868735
ItemID_129	hour_0 and student_group_F4	2.487689654310496	2.386335091685506
ItemID_141	hour_23 and student_group_F3	3.704976629089909	2.3781413391803
ItemID_1	hour_1 and student_group_F3	1.400379933511635	2.365015618027667
ItemID_139	student_group_F0 and hour_21	1.294773414652436	2.364864864864865
ItemID_25	hour_0 and student_group_F2	3.028844952133377	2.351970290901589
ItemID_26	hour_1 and student_group_F1	0.904216762066638	2.349689011748445
ItemID_1	hour_17 and student_group_F3	1.595970705126603	2.349256068911512
ItemID_161	student_group_F0 and hour_22	0.87859624565701	2.347083926031294
ItemID_139	student_group_F0 and hour_22	0.87859624565701	2.347083926031294
ItemID_129	hour_1 and student_group_F2	1.46599345114605	2.344416027280477
ItemID_142	hour_20 and student_group_F2	2.39958007348714	2.34375
ItemID_130	hour_22 and student_group_F4	1.930287199740046	2.330851408222726
ItemID_164	hour_21 and student_group_F4	1.609093408653486	2.330097087378641
ItemID_130	hour_0 and student_group_F3	3.055090359187143	2.31131110656576
ItemID_135	hour_0 and student_group_F4	2.487689654310496	2.310977141421753
ItemID_135	hour_23 and student_group_F2	4.085535031369511	2.309574793514837
ItemID_146	hour_22 and student_group_F3	3.141325268078087	2.307539287845634
ItemID_15	hour_22 and student_group_F4	1.930287199740046	2.29847847199741
ItemID_130	hour_20 and student_group_F4	1.760316944534706	2.271920482783103
ItemID_93	student_group_F1 and hour_22	1.474741920163971	2.245762711864407
ItemID_164	hour_21 and student_group_F3	2.313970055240333	2.241425870915474
ItemID_15	hour_20 and student_group_F3	2.768265553528133	2.234762979683973
ItemID_146	student_group_F0 and hour_0	0.727372709775789	2.233676975945017
ItemID_193	hour_1 and student_group_F4	1.010448171569975	2.22634508348794
ItemID_141	hour_23 and student_group_F2	4.085535031369511	2.217803609666565
ItemID_15	hour_1 and student_group_F2	1.46599345114605	2.216538789428815
ItemID_141	hour_22 and student_group_F3	3.141325268078087	2.20807638750746
ItemID_135	hour_0 and student_group_F2	3.028844952133377	2.207551062512895
ItemID_124	student_group_F0 and hour_22	0.87859624565701	2.204836415362731
ItemID_135	student_group_F4 and hour_23	2.295848226560352	2.204681545998911
