Consequent	Antecedent 	Support %	Confidence %
ItemID_123	student_group_F6 and hour_17	0.034371629845927	14.678899082568808
ItemID_151	hour_21 and student_group_F4	2.184963515618595	14.648578438447107
ItemID_151	hour_21 and student_group_F2	3.081463916095383	14.449447400736798
ItemID_151	student_group_H1 and hour_23	0.311236684935135	14.387031408308005
ItemID_128	hour_23 and student_group_F3	5.671634260631555	14.311130879573
ItemID_134	student_group_H3 and hour_20	0.002207352375426	14.285714285714285
ItemID_193	hour_2 and student_group_F4	0.002207352375426	14.285714285714285
ItemID_14	hour_2 and student_group_F4	0.002207352375426	14.285714285714285
ItemID_160	hour_2 and student_group_F4	0.002207352375426	14.285714285714285
ItemID_148	hour_19 and student_group_B1	0.002207352375426	14.285714285714285
ItemID_146	hour_19 and student_group_B1	0.002207352375426	14.285714285714285
ItemID_130	hour_19 and student_group_F2	0.004414704750853	14.285714285714285
ItemID_134	hour_19 and student_group_F2	0.004414704750853	14.285714285714285
ItemID_161	student_group_D1 and hour_18	0.004414704750853	14.285714285714285
ItemID_148	student_group_D1 and hour_18	0.004414704750853	14.285714285714285
ItemID_151	student_group_D1 and hour_18	0.004414704750853	14.285714285714285
ItemID_154	student_group_H2 and hour_23	0.144108576509987	14.22319474835886
ItemID_76	hour_18 and student_group_F5	0.057706497814721	14.207650273224044
ItemID_107	student_group_F6 and hour_17	0.034371629845927	13.761467889908257
ItemID_154	student_group_F6 and hour_23	0.053291793063868	13.609467455621301
ItemID_123	hour_17	9.169972439628912	13.452544704264099
ItemID_151	hour_16 and student_group_B1	0.040047678811309	13.385826771653544
ItemID_134	student_group_H1 and hour_1	0.129918454096531	13.349514563106796
ItemID_146	student_group_P5 and hour_21	0.009460081608971	13.333333333333334
ItemID_160	hour_16 and student_group_F6	0.009460081608971	13.333333333333334
ItemID_123	hour_17 and student_group_F4	1.113136269322217	13.11614730878187
ItemID_154	student_group_D1 and hour_22	0.045723727776692	13.10344827586207
ItemID_154	student_group_H2 and hour_21	0.350023019531915	13.063063063063062
ItemID_107	student_group_F6 and hour_1	0.007252729233544	13.043478260869565
ItemID_134	student_group_F6 and hour_1	0.007252729233544	13.043478260869565
ItemID_123	hour_17 and student_group_F2	4.465789191541425	13.02782092924728
ItemID_128	hour_23	20.315525255264536	12.979433449747768
ItemID_151	student_group_F1 and hour_22	1.860482716430901	12.966101694915256
ItemID_128	hour_0 and student_group_F3	4.291093017829101	12.904174015285127
ItemID_154	student_group_F1 and hour_22	1.860482716430901	12.830508474576272
ItemID_154	student_group_F1 and hour_21	1.189762930354879	12.774980121918897
ItemID_12	hour_19	0.014820794520721	12.76595744680851
ItemID_151	student_group_F5 and hour_22	0.432010393476328	12.627737226277372
ItemID_151	hour_1 and student_group_F0	0.396062083362239	12.579617834394904
ItemID_188	student_group_H4	0.002522688429059	12.5
ItemID_155	student_group_H4	0.002522688429059	12.5
ItemID_76	student_group_H4	0.002522688429059	12.5
ItemID_100	student_group_F7 and hour_21	0.002522688429059	12.5
ItemID_128	student_group_F7 and hour_21	0.002522688429059	12.5
ItemID_108	student_group_P1 and hour_20	0.002522688429059	12.5
ItemID_124	student_group_P1 and hour_20	0.002522688429059	12.5
ItemID_76	student_group_P1 and hour_22	0.002522688429059	12.5
ItemID_154	student_group_P1 and hour_22	0.002522688429059	12.5
ItemID_146	student_group_P5 and hour_22	0.005045376858118	12.5
ItemID_128	hour_23 and student_group_F2	5.831509639823159	12.47499053695993
ItemID_12	student_group_B1 and hour_22	0.081041365783515	12.45136186770428
ItemID_128	student_group_F4 and hour_22	2.878387497556146	12.29184925503944
ItemID_154	student_group_B1 and hour_20	0.017974155057044	12.280701754385964
ItemID_154	student_group_H2 and hour_1	0.028380244826912	12.222222222222221
ItemID_123	hour_17 and student_group_F0	0.403314812595783	12.197028928850665
